order_date,order_id,product,product_id,category,purchase_address,quantity_ordered,price_each,cost_price,turnover,margin,time_of_day,purchase_state
2023-01-18,141432,usb-c charging cable,6228283613768,électronique,"574 johnson st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-15,141433,google phone,9621285601765,vêtements,"179 west st, san francisco, ca 94016",1,600,198,600,402,evening, ca 94016
2023-01-13,141434,27in 4k gaming monitor,4962290578336,vêtements,"480 lakeview st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,evening, ca 94016
2023-01-15,141435,usb-c charging cable,8990248049994,alimentation,"445 4th st, atlanta, ga 30301",1,11.95,5.975,11.95,5.975,morning, ga 30301
2023-01-03,141436,bose soundsport headphones,4497510136543,alimentation,"792 lakeview st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,morning, ca 94016
2023-01-10,141437,iphone,1282467025648,alimentation,"377 meadow st, new york city, ny 10001",1,700,231,700,469,afternoon, ny 10001
2023-01-29,141438,wired headphones,8924372973823,électronique,"331 center st, seattle, wa 98101",2,11.99,5.995,23.98,11.99,afternoon, wa 98101
2023-01-31,141440,google phone,2088800240489,vêtements,"222 lakeview st, san francisco, ca 94016",1,600,198,600,402,unknown, ca 94016
2023-01-20,141441,aa batteries (4-pack),9304413487292,électronique,"631 elm st, los angeles, ca 90001",1,3.84,1.92,3.84,1.92,evening, ca 90001
2023-01-06,141442,google phone,5276839998903,sports,"186 meadow st, new york city, ny 10001",1,600,198,600,402,morning, ny 10001
2023-01-15,141443,lightning charging cable,7213352032091,vêtements,"485 elm st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,evening, ca 90001
2023-01-22,141444,aaa batteries (4-pack),4165687914833,alimentation,"776 5th st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,evening, ca 94016
2023-01-23,141445,usb-c charging cable,9608511073954,alimentation,"112 madison st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,evening, ca 90001
2023-01-16,141446,bose soundsport headphones,2955471124387,vêtements,"150 14th st, seattle, wa 98101",1,99.99,49.995,99.99,49.995,evening, wa 98101
2023-01-15,141447,aaa batteries (4-pack),1229039525602,sports,"51 10th st, boston, ma 02215",1,2.99,1.495,2.99,1.495,evening, ma 02215
2023-01-07,141448,bose soundsport headphones,6196853811990,vêtements,"895 forest st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,afternoon, ca 94016
2023-01-25,141449,usb-c charging cable,5269106816807,vêtements,"450 dogwood st, boston, ma 02215",1,11.95,5.975,11.95,5.975,afternoon, ma 02215
2023-01-12,141450,google phone,5818555207238,vêtements,"521 park st, san francisco, ca 94016",1,600,198,600,402,unknown, ca 94016
2023-01-12,141450,bose soundsport headphones,3334466930059,alimentation,"521 park st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,unknown, ca 94016
2023-01-18,141451,aa batteries (4-pack),6593840262733,sports,"678 elm st, portland, or 97035",1,3.84,1.92,3.84,1.92,evening, or 97035
2023-01-16,141452,bose soundsport headphones,2934009835722,vêtements,"593 14th st, austin, tx 73301",1,99.99,49.995,99.99,49.995,afternoon, tx 73301
2023-01-06,141453,macbook pro laptop,6768587830192,électronique,"469 4th st, atlanta, ga 30301",1,1700,561,1700,1139,afternoon, ga 30301
2023-01-12,141454,bose soundsport headphones,5696714581294,sports,"87 north st, new york city, ny 10001",1,99.99,49.995,99.99,49.995,evening, ny 10001
2023-01-06,141455,apple airpods headphones,8731763929972,alimentation,"588 main st, los angeles, ca 90001",1,150,97.5,150,52.5,morning, ca 90001
2023-01-05,141456,aaa batteries (4-pack),6264707674727,alimentation,"676 cedar st, boston, ma 02215",1,2.99,1.495,2.99,1.495,afternoon, ma 02215
2023-01-09,141457,iphone,4613937259774,alimentation,"820 jackson st, seattle, wa 98101",1,700,231,700,469,evening, wa 98101
2023-01-09,141457,apple airpods headphones,3007537275264,alimentation,"820 jackson st, seattle, wa 98101",1,150,97.5,150,52.5,evening, wa 98101
2023-01-07,141459,aaa batteries (4-pack),7671479002402,électronique,"344 lakeview st, new york city, ny 10001",1,2.99,1.495,2.99,1.495,afternoon, ny 10001
2023-01-26,141460,iphone,4083437009952,vêtements,"855 2nd st, new york city, ny 10001",1,700,231,700,469,afternoon, ny 10001
2023-01-02,141461,lightning charging cable,8363062415679,électronique,"233 cherry st, dallas, tx 75001",1,14.95,7.475,14.95,7.475,morning, tx 75001
2023-01-30,141462,wired headphones,3980416346530,sports,"542 wilson st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,unknown, ga 30301
2023-01-22,141463,apple airpods headphones,1147090660446,alimentation,"147 center st, boston, ma 02215",1,150,97.5,150,52.5,evening, ma 02215
2023-01-30,141465,lightning charging cable,2500853666309,vêtements,"340 10th st, atlanta, ga 30301",1,14.95,7.475,14.95,7.475,unknown, ga 30301
2023-01-24,141466,aaa batteries (4-pack),8724903364741,vêtements,"269 4th st, seattle, wa 98101",2,2.99,1.495,5.98,2.99,afternoon, wa 98101
2023-01-22,141467,bose soundsport headphones,9604718095379,électronique,"154 jackson st, boston, ma 02215",1,99.99,49.995,99.99,49.995,evening, ma 02215
2023-01-09,141470,aaa batteries (4-pack),8468437006898,électronique,"571 jefferson st, boston, ma 02215",1,2.99,1.495,2.99,1.495,afternoon, ma 02215
2023-01-17,141471,apple airpods headphones,2704199474320,électronique,"81 11th st, los angeles, ca 90001",1,150,97.5,150,52.5,afternoon, ca 90001
2023-01-27,141472,iphone,8066244496785,vêtements,"853 9th st, san francisco, ca 94016",1,700,231,700,469,morning, ca 94016
2023-01-11,141473,iphone,7220848628711,alimentation,"768 maple st, san francisco, ca 94016",1,700,231,700,469,afternoon, ca 94016
2023-01-17,141474,apple airpods headphones,2971417250387,électronique,"580 johnson st, boston, ma 02215",1,150,97.5,150,52.5,evening, ma 02215
2023-01-07,141475,lightning charging cable,1734616588793,électronique,"548 10th st, boston, ma 02215",1,14.95,7.475,14.95,7.475,morning, ma 02215
2023-01-06,141476,iphone,7795245916093,vêtements,"295 hickory st, new york city, ny 10001",1,700,231,700,469,afternoon, ny 10001
2023-01-20,141477,aa batteries (4-pack),9206192055855,sports,"371 south st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,morning, ca 94016
2023-01-26,141478,google phone,6031624278179,vêtements,"303 north st, atlanta, ga 30301",1,600,198,600,402,afternoon, ga 30301
2023-01-26,141478,apple airpods headphones,2107293759972,alimentation,"303 north st, atlanta, ga 30301",1,150,97.5,150,52.5,afternoon, ga 30301
2023-01-12,141479,bose soundsport headphones,1645175741328,vêtements,"613 main st, atlanta, ga 30301",1,99.99,49.995,99.99,49.995,evening, ga 30301
2023-01-20,141480,aa batteries (4-pack),2793540003382,électronique,"451 river st, portland, or 97035",2,3.84,1.92,7.68,3.84,afternoon, or 97035
2023-01-26,141481,aa batteries (4-pack),2587815672503,alimentation,"118 church st, new york city, ny 10001",1,3.84,1.92,3.84,1.92,evening, ny 10001
2023-01-28,141482,usb-c charging cable,8766892322653,sports,"333 7th st, portland, or 97035",1,11.95,5.975,11.95,5.975,afternoon, or 97035
2023-01-29,141484,usb-c charging cable,1926664534750,vêtements,"127 madison st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,evening, ca 90001
2023-01-07,141485,27in 4k gaming monitor,8167029026187,électronique,"566 park st, new york city, ny 10001",1,389.99,128.69670000000002,389.99,261.2933,evening, ny 10001
2023-01-14,141486,usb-c charging cable,4873052384419,électronique,"940 west st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-19,141487,bose soundsport headphones,1727723327130,sports,"831 sunset st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,evening, ca 94016
2023-01-13,141488,bose soundsport headphones,4246936346999,alimentation,"133 1st st, los angeles, ca 90001",1,99.99,49.995,99.99,49.995,afternoon, ca 90001
2023-01-04,141489,aaa batteries (4-pack),9818202241855,sports,"941 lincoln st, los angeles, ca 90001",2,2.99,1.495,5.98,2.99,unknown, ca 90001
2023-01-24,141490,27in fhd monitor,6246707368924,sports,"201 center st, new york city, ny 10001",1,149.99,97.4935,149.99,52.4965,morning, ny 10001
2023-01-25,141491,bose soundsport headphones,9630982905401,sports,"529 park st, portland, or 97035",1,99.99,49.995,99.99,49.995,unknown, or 97035
2023-01-18,141492,20in monitor,3204193380094,vêtements,"331 chestnut st, dallas, tx 75001",1,109.99,71.4935,109.99,38.4965,morning, tx 75001
2023-01-02,141493,34in ultrawide monitor,4923905894823,électronique,"922 2nd st, los angeles, ca 90001",1,379.99,125.3967,379.99,254.5933,unknown, ca 90001
2023-01-19,141495,macbook pro laptop,4207756415864,vêtements,"442 south st, dallas, tx 75001",1,1700,561,1700,1139,evening, tx 75001
2023-01-31,141496,wired headphones,3590399540339,électronique,"310 8th st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,afternoon, ca 90001
2023-01-29,141497,wired headphones,7455913076359,sports,"139 church st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,evening, ga 30301
2023-01-08,141498,aa batteries (4-pack),5181187236694,alimentation,"337 north st, austin, tx 73301",1,3.84,1.92,3.84,1.92,morning, tx 73301
2023-01-19,141499,google phone,3334471876160,vêtements,"90 1st st, san francisco, ca 94016",1,600,198,600,402,afternoon, ca 94016
2023-01-12,141500,google phone,7334758606939,sports,"235 walnut st, new york city, ny 10001",1,600,198,600,402,unknown, ny 10001
2023-01-25,141501,aa batteries (4-pack),6080785007990,électronique,"738 dogwood st, los angeles, ca 90001",1,3.84,1.92,3.84,1.92,afternoon, ca 90001
2023-01-08,141502,aa batteries (4-pack),9404175018005,alimentation,"920 center st, san francisco, ca 94016",2,3.84,1.92,7.68,3.84,evening, ca 94016
2023-01-03,141503,27in 4k gaming monitor,5948698744407,électronique,"304 park st, dallas, tx 75001",1,389.99,128.69670000000002,389.99,261.2933,evening, tx 75001
2023-01-13,141504,iphone,4035202025477,électronique,"855 11th st, seattle, wa 98101",1,700,231,700,469,afternoon, wa 98101
2023-01-05,141505,27in 4k gaming monitor,8442221594634,alimentation,"33 dogwood st, new york city, ny 10001",1,389.99,128.69670000000002,389.99,261.2933,morning, ny 10001
2023-01-24,141506,google phone,5460879029123,sports,"463 10th st, atlanta, ga 30301",1,600,198,600,402,evening, ga 30301
2023-01-19,141507,apple airpods headphones,5808265960853,sports,"961 1st st, los angeles, ca 90001",1,150,97.5,150,52.5,evening, ca 90001
2023-01-18,141508,usb-c charging cable,5104943637681,alimentation,"190 south st, austin, tx 73301",1,11.95,5.975,11.95,5.975,evening, tx 73301
2023-01-16,141509,lightning charging cable,5702021009112,sports,"195 chestnut st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,unknown, ca 94016
2023-01-16,141510,wired headphones,3951591820098,alimentation,"610 south st, los angeles, ca 90001",2,11.99,5.995,23.98,11.99,afternoon, ca 90001
2023-01-14,141511,27in 4k gaming monitor,7954489714319,sports,"608 13th st, new york city, ny 10001",1,389.99,128.69670000000002,389.99,261.2933,afternoon, ny 10001
2023-01-08,141512,lightning charging cable,9066753417504,électronique,"789 4th st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,evening, ca 90001
2023-01-18,141513,apple airpods headphones,7959070437103,électronique,"795 hickory st, atlanta, ga 30301",1,150,97.5,150,52.5,evening, ga 30301
2023-01-27,141514,google phone,7996271427085,sports,"947 10th st, boston, ma 02215",1,600,198,600,402,evening, ma 02215
2023-01-12,141515,34in ultrawide monitor,1056307317638,vêtements,"179 highland st, seattle, wa 98101",1,379.99,125.3967,379.99,254.5933,afternoon, wa 98101
2023-01-17,141516,lg washing machine,1068309659862,électronique,"382 main st, seattle, wa 98101",1,600,198,600,402,evening, wa 98101
2023-01-13,141517,iphone,4641613366886,électronique,"326 maple st, los angeles, ca 90001",1,700,231,700,469,afternoon, ca 90001
2023-01-01,141518,lightning charging cable,3894571485606,alimentation,"991 adams st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,unknown, ca 90001
2023-01-18,141519,lightning charging cable,3527491925927,sports,"511 maple st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,afternoon, ca 94016
2023-01-15,141520,iphone,7837551634228,électronique,"23 cherry st, atlanta, ga 30301",1,700,231,700,469,unknown, ga 30301
2023-01-06,141521,wired headphones,5193751602622,électronique,"724 hickory st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,unknown, ca 90001
2023-01-02,141522,27in fhd monitor,5212868325537,vêtements,"240 maple st, dallas, tx 75001",1,149.99,97.4935,149.99,52.4965,unknown, tx 75001
2023-01-02,141523,google phone,7613291340355,électronique,"17 dogwood st, san francisco, ca 94016",1,600,198,600,402,afternoon, ca 94016
2023-01-11,141524,usb-c charging cable,3446956886004,alimentation,"853 walnut st, boston, ma 02215",1,11.95,5.975,11.95,5.975,afternoon, ma 02215
2023-01-21,141526,aa batteries (4-pack),3602884202556,sports,"212 lincoln st, new york city, ny 10001",2,3.84,1.92,7.68,3.84,evening, ny 10001
2023-01-25,141527,apple airpods headphones,4902568507357,électronique,"401 chestnut st, los angeles, ca 90001",1,150,97.5,150,52.5,evening, ca 90001
2023-01-13,141529,bose soundsport headphones,9995805037469,vêtements,"264 river st, austin, tx 73301",1,99.99,49.995,99.99,49.995,afternoon, tx 73301
2023-01-19,141530,aaa batteries (4-pack),6847545091791,vêtements,"324 7th st, austin, tx 73301",1,2.99,1.495,2.99,1.495,evening, tx 73301
2023-01-12,141532,lightning charging cable,8993105500548,électronique,"718 walnut st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,morning, ca 94016
2023-01-01,141533,34in ultrawide monitor,2643758541506,sports,"400 lakeview st, seattle, wa 98101",1,379.99,125.3967,379.99,254.5933,afternoon, wa 98101
2023-01-05,141534,bose soundsport headphones,4700977869260,sports,"439 washington st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,morning, ca 94016
2023-01-03,141535,wired headphones,7293835499866,sports,"139 wilson st, portland, or 97035",1,11.99,5.995,11.99,5.995,morning, or 97035
2023-01-30,141536,aaa batteries (4-pack),9707195160236,alimentation,"127 6th st, portland, or 97035",1,2.99,1.495,2.99,1.495,afternoon, or 97035
2023-01-06,141537,lightning charging cable,7852691447138,vêtements,"654 west st, portland, or 97035",1,14.95,7.475,14.95,7.475,morning, or 97035
2023-01-12,141538,27in fhd monitor,7797841049840,sports,"765 river st, new york city, ny 10001",1,149.99,97.4935,149.99,52.4965,afternoon, ny 10001
2023-01-16,141539,27in fhd monitor,2479678789780,vêtements,"167 west st, san francisco, ca 94016",1,149.99,97.4935,149.99,52.4965,afternoon, ca 94016
2023-01-10,141540,apple airpods headphones,9725943435141,électronique,"703 maple st, los angeles, ca 90001",1,150,97.5,150,52.5,afternoon, ca 90001
2023-01-27,141541,aaa batteries (4-pack),7482126330112,sports,"296 lakeview st, boston, ma 02215",1,2.99,1.495,2.99,1.495,evening, ma 02215
2023-01-20,141542,aa batteries (4-pack),2235609865261,électronique,"431 dogwood st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,evening, ca 94016
2023-01-25,141543,lightning charging cable,3493922779167,sports,"684 5th st, atlanta, ga 30301",1,14.95,7.475,14.95,7.475,morning, ga 30301
2023-01-03,141544,lightning charging cable,9148296638138,sports,"905 ridge st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,evening, ca 94016
2023-01-16,141545,google phone,9476887888360,sports,"988 adams st, dallas, tx 75001",1,600,198,600,402,evening, tx 75001
2023-01-12,141547,usb-c charging cable,3413424983141,sports,"164 willow st, san francisco, ca 94016",2,11.95,5.975,23.9,11.95,morning, ca 94016
2023-01-11,141548,lightning charging cable,9826629424572,vêtements,"964 forest st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,unknown, ca 90001
2023-01-15,141549,27in fhd monitor,8774919456069,alimentation,"240 cherry st, atlanta, ga 30301",1,149.99,97.4935,149.99,52.4965,morning, ga 30301
2023-01-31,141550,iphone,4593254876371,vêtements,"399 church st, boston, ma 02215",1,700,231,700,469,morning, ma 02215
2023-01-31,141550,apple airpods headphones,2853149301256,électronique,"399 church st, boston, ma 02215",2,150,97.5,300,105,morning, ma 02215
2023-01-31,141550,wired headphones,1453133830401,alimentation,"399 church st, boston, ma 02215",1,11.99,5.995,11.99,5.995,morning, ma 02215
2023-01-19,141551,lightning charging cable,2360167504631,vêtements,"88 7th st, los angeles, ca 90001",2,14.95,7.475,29.9,14.95,afternoon, ca 90001
2023-01-10,141552,bose soundsport headphones,2852842471743,alimentation,"533 jackson st, new york city, ny 10001",1,99.99,49.995,99.99,49.995,morning, ny 10001
2023-01-04,141554,usb-c charging cable,3723828931292,alimentation,"498 dogwood st, austin, tx 73301",1,11.95,5.975,11.95,5.975,afternoon, tx 73301
2023-01-15,141555,aaa batteries (4-pack),4098014194414,alimentation,"47 pine st, dallas, tx 75001",3,2.99,1.495,8.97,4.485,morning, tx 75001
2023-01-29,141556,usb-c charging cable,1174783936195,vêtements,"164 lincoln st, new york city, ny 10001",1,11.95,5.975,11.95,5.975,morning, ny 10001
2023-01-23,141557,lightning charging cable,4639449763028,sports,"406 8th st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,evening, ca 94016
2023-01-01,141558,27in 4k gaming monitor,2297815291297,alimentation,"345 chestnut st, dallas, tx 75001",1,389.99,128.69670000000002,389.99,261.2933,afternoon, tx 75001
2023-01-26,141559,wired headphones,4726813995038,électronique,"932 river st, boston, ma 02215",1,11.99,5.995,11.99,5.995,evening, ma 02215
2023-01-09,141560,34in ultrawide monitor,3356942366811,alimentation,"559 adams st, seattle, wa 98101",1,379.99,125.3967,379.99,254.5933,afternoon, wa 98101
